"participant","predicate","predicate_number","context","context_number","response"
77,"establish",1,"19L",4,0
77,"be right",6,"14H",22,0.27
77,"discover",14,"2L",10,0.1
77,"be annoyed",9,"1H",13,0.91
77,"acknowledge",5,"13H",8,0.57
78,"confirm",4,"15H",34,0.13
78,"demonstrate",18,"5H",20,0.74
78,"see",19,"9L",16,1
78,"suggest",17,"18L",32,0.06
78,"announce",10,"10L",36,0.25
78,"say",8,"6H",5,0.07
78,"discover",14,"8H",1,0.89
78,"hear",16,"11H",29,0.8
78,"confess",20,"7H",24,0.24
78,"reveal",3,"14H",22,0.73
78,"prove",2,"20L",27,0
78,"be right",6,"2H",25,0
78,"be annoyed",9,"1H",13,1
78,"think",7,"16L",31,0
78,"know",11,"4L",12,0.96
78,"inform",12,"17L",15,0.93
78,"admit",13,"3H",33,0.74
78,"pretend",15,"13L",26,0
78,"establish",1,"12L",28,0
78,"acknowledge",5,"19L",4,0.76
79,"discover",14,"3L",9,0
79,"acknowledge",5,"4L",12,0
79,"confess",20,"6H",5,0
79,"demonstrate",18,"8H",1,0
79,"establish",1,"18L",32,0
79,"see",19,"16L",31,1
79,"think",7,"1L",37,0
79,"reveal",3,"14H",22,1
79,"be annoyed",9,"13H",8,1
79,"say",8,"5L",38,1
79,"inform",12,"12L",28,1
79,"know",11,"15H",34,1
79,"suggest",17,"20L",27,0
79,"be right",6,"10H",18,1
79,"hear",16,"2L",10,0
79,"prove",2,"11H",29,0.56
79,"announce",10,"7H",24,1
79,"admit",13,"9H",35,0
79,"confirm",4,"17L",15,1
79,"pretend",15,"19H",39,0
80,"be right",6,"9L",16,0.14
80,"admit",13,"3L",9,0.2
80,"discover",14,"19H",39,0.15
80,"confirm",4,"17H",21,0.33
80,"pretend",15,"2H",25,0.22
80,"be annoyed",9,"8H",1,0.11
80,"demonstrate",18,"12L",28,0.07
80,"acknowledge",5,"7H",24,0.31
80,"hear",16,"18L",32,0.32
80,"think",7,"4L",12,0.17
80,"see",19,"16H",17,0.67
80,"prove",2,"13L",26,0.41
80,"say",8,"10L",36,0.34
80,"reveal",3,"20L",27,0.71
80,"suggest",17,"11H",29,0.32
80,"inform",12,"15L",7,0.07
80,"announce",10,"5H",20,0.46
80,"establish",1,"6H",5,0.33
80,"confess",20,"14H",22,0.74
80,"know",11,"1L",37,0.56
81,"say",8,"13H",8,0.01
81,"demonstrate",18,"3H",33,0.01
81,"inform",12,"4L",12,0.07
81,"see",19,"15H",34,0.07
81,"think",7,"11H",29,0.06
81,"establish",1,"12H",2,0.04
81,"reveal",3,"5H",20,0.04
81,"be annoyed",9,"20L",27,0.03
81,"discover",14,"16L",31,0.01
81,"prove",2,"1L",37,0.04
81,"suggest",17,"9L",16,0.02
81,"confirm",4,"19L",4,0.05
81,"confess",20,"8H",1,0.01
81,"hear",16,"17H",21,0.02
81,"admit",13,"14H",22,0.02
81,"know",11,"6H",5,0
81,"acknowledge",5,"7L",19,0.02
81,"pretend",15,"18L",32,0.02
81,"announce",10,"10L",36,0.01
81,"be right",6,"2L",10,0.03
82,"discover",14,"8H",1,0.26
82,"establish",1,"7H",24,0.2
82,"say",8,"19L",4,0.3
82,"hear",16,"18H",6,0.69
82,"reveal",3,"10L",36,0.34
82,"admit",13,"16L",31,0.36
82,"be annoyed",9,"13H",8,0.72
82,"demonstrate",18,"12H",2,0.31
82,"prove",2,"6H",5,0.28
82,"know",11,"2L",10,0.69
82,"suggest",17,"9H",35,0.21
82,"acknowledge",5,"11L",11,0.3
82,"inform",12,"14H",22,0.66
82,"be right",6,"4H",40,0.22
82,"pretend",15,"17L",15,0.25
82,"see",19,"5L",38,0.8
82,"confess",20,"15L",7,0.3
82,"announce",10,"1H",13,0.67
82,"think",7,"20L",27,0.76
82,"confirm",4,"3L",9,0.36
83,"establish",1,"13L",26,0.1
83,"confirm",4,"5H",20,0.3
83,"prove",2,"1H",13,0.64
83,"know",11,"9H",35,0.26
83,"be annoyed",9,"7L",19,0.08
83,"be right",6,"20L",27,0.07
83,"confess",20,"6H",5,0.02
83,"say",8,"17L",15,0.04
83,"hear",16,"8L",23,0.09
83,"think",7,"10H",18,0.64
83,"inform",12,"19L",4,0.12
83,"demonstrate",18,"14H",22,0.72
83,"acknowledge",5,"2H",25,0.75
83,"pretend",15,"16L",31,0.05
83,"suggest",17,"12H",2,0.6
83,"announce",10,"18H",6,0.17
83,"see",19,"11L",11,0.3
83,"reveal",3,"15H",34,0.61
83,"discover",14,"3L",9,0.06
83,"admit",13,"4L",12,0.01
84,"announce",10,"19H",39,0.11
84,"say",8,"18H",6,0.19
84,"demonstrate",18,"9L",16,0.36
84,"pretend",15,"16L",31,0.55
84,"see",19,"13H",8,0.2
84,"discover",14,"6L",30,0.27
84,"establish",1,"7L",19,0.47
84,"confirm",4,"1H",13,0.72
84,"admit",13,"20H",3,0.59
84,"inform",12,"10L",36,0.28
84,"hear",16,"11L",11,0.44
84,"suggest",17,"14L",14,0.32
84,"know",11,"12H",2,0.28
84,"think",7,"4H",40,0.28
84,"be right",6,"8L",23,0.51
84,"prove",2,"3H",33,0.29
84,"confess",20,"2H",25,0.34
84,"be annoyed",9,"15H",34,0.47
84,"reveal",3,"17L",15,0.19
84,"acknowledge",5,"5L",38,0.41
85,"pretend",15,"4L",12,0.01
85,"see",19,"14H",22,0.99
85,"inform",12,"18L",32,0.99
85,"reveal",3,"13H",8,0.5
85,"confirm",4,"16H",17,0.01
85,"think",7,"2H",25,0.02
85,"know",11,"7L",19,0.01
85,"announce",10,"20L",27,0.02
85,"be annoyed",9,"12H",2,1
85,"confess",20,"1L",37,0.01
85,"demonstrate",18,"19L",4,0.01
85,"establish",1,"15L",7,0
85,"say",8,"10H",18,0.5
85,"suggest",17,"6L",30,0.01
85,"be right",6,"3H",33,0
85,"acknowledge",5,"9L",16,0
85,"hear",16,"8H",1,0.5
85,"discover",14,"17H",21,0.79
85,"prove",2,"5L",38,0
85,"admit",13,"11H",29,0.79
86,"establish",1,"2H",25,0.04
86,"inform",12,"10L",36,0
86,"be right",6,"20H",3,0.77
86,"reveal",3,"1L",37,0
86,"say",8,"14H",22,0.22
86,"suggest",17,"7H",24,0.04
86,"discover",14,"3L",9,0.36
86,"announce",10,"11L",11,0.16
86,"know",11,"15L",7,0.5
86,"see",19,"4H",40,0.55
86,"hear",16,"5L",38,0.3
86,"pretend",15,"16H",17,0.29
86,"admit",13,"12H",2,0.64
86,"think",7,"17H",21,0.82
86,"confirm",4,"19H",39,0.77
86,"be annoyed",9,"9L",16,0.77
86,"acknowledge",5,"6H",5,0.17
86,"prove",2,"8L",23,0.04
86,"confess",20,"13L",26,0
86,"demonstrate",18,"18L",32,0.78
87,"confirm",4,"11L",11,0.01
87,"demonstrate",18,"16L",31,0
87,"admit",13,"6L",30,0.01
87,"know",11,"14L",14,1
87,"see",19,"13L",26,0.98
87,"pretend",15,"7H",24,0.5
87,"confess",20,"8H",1,0.98
87,"hear",16,"4L",12,0.99
87,"discover",14,"3H",33,0.98
87,"acknowledge",5,"18L",32,0.97
87,"say",8,"12H",2,0.25
87,"reveal",3,"10H",18,1
87,"suggest",17,"17H",21,0.5
87,"inform",12,"9L",16,1
87,"be annoyed",9,"19L",4,1
87,"think",7,"5H",20,0.76
87,"announce",10,"20H",3,0.98
87,"prove",2,"2L",10,0.22
87,"establish",1,"15H",34,0.76
87,"be right",6,"1H",13,0.12
88,"demonstrate",18,"20H",3,0.5
88,"reveal",3,"3H",33,0.9
88,"inform",12,"5H",20,0.95
88,"hear",16,"16L",31,0.96
88,"think",7,"9L",16,0.04
88,"acknowledge",5,"2L",10,0.94
88,"be right",6,"18H",6,0.03
88,"say",8,"4L",12,0.12
88,"announce",10,"8H",1,0.51
88,"know",11,"6L",30,0.95
88,"admit",13,"12H",2,0.9
88,"suggest",17,"7L",19,0.06
88,"be annoyed",9,"11L",11,0.89
88,"pretend",15,"10H",18,0.05
88,"confirm",4,"1H",13,0.84
88,"see",19,"17L",15,0.5
88,"confess",20,"19H",39,0.95
88,"prove",2,"15L",7,0.06
88,"discover",14,"13H",8,0.91
88,"establish",1,"14L",14,0.52
89,"admit",13,"11H",29,0.64
89,"think",7,"20H",3,0.65
89,"prove",2,"14H",22,0.32
89,"see",19,"6L",30,0.1
89,"suggest",17,"16H",17,0.39
89,"reveal",3,"5L",38,0.31
89,"hear",16,"1H",13,0.71
89,"demonstrate",18,"7H",24,0.23
89,"confess",20,"8L",23,0.48
89,"be right",6,"3L",9,0.37
89,"know",11,"18L",32,0.44
89,"announce",10,"4H",40,0.46
89,"acknowledge",5,"10L",36,0.06
89,"be annoyed",9,"15L",7,0.9
89,"confirm",4,"19H",39,0.36
89,"establish",1,"9H",35,0.5
89,"inform",12,"12L",28,0.79
89,"discover",14,"2L",10,0.04
89,"pretend",15,"13L",26,0.13
89,"say",8,"17H",21,0.39
90,"be right",6,"9H",35,0.78
90,"suggest",17,"20H",3,0.17
90,"demonstrate",18,"4L",12,0.03
90,"pretend",15,"3L",9,0.04
90,"establish",1,"11L",11,0.87
90,"admit",13,"1L",37,0
90,"confirm",4,"13H",8,0.6
90,"announce",10,"6L",30,0.51
90,"reveal",3,"5H",20,0.84
90,"discover",14,"2H",25,0.96
90,"know",11,"15L",7,0.88
90,"inform",12,"18H",6,0.26
90,"prove",2,"8H",1,0.95
90,"see",19,"16L",31,0.93
90,"hear",16,"19H",39,0.95
90,"acknowledge",5,"14L",14,0.65
90,"say",8,"12H",2,0.1
90,"confess",20,"17H",21,0.14
90,"think",7,"7L",19,0.07
90,"be annoyed",9,"10L",36,0.92
91,"discover",14,"12L",28,0.17
91,"announce",10,"10L",36,0.02
91,"reveal",3,"19H",39,0.77
91,"confirm",4,"2L",10,0.01
91,"be annoyed",9,"15L",7,0.83
91,"inform",12,"16H",17,0.71
91,"establish",1,"14H",22,0.08
91,"pretend",15,"8H",1,0.12
91,"see",19,"13H",8,0.8
91,"confess",20,"7L",19,0.25
91,"know",11,"4H",40,0.86
91,"acknowledge",5,"17L",15,0.01
91,"think",7,"1L",37,0.04
91,"be right",6,"5L",38,0.13
91,"hear",16,"9H",35,0.68
91,"suggest",17,"18H",6,0.69
91,"say",8,"11L",11,0.5
91,"admit",13,"20H",3,0.44
91,"demonstrate",18,"3H",33,0.01
91,"prove",2,"6L",30,0.02
92,"admit",13,"12H",2,0.71
92,"hear",16,"15L",7,0.27
92,"reveal",3,"11H",29,0.87
92,"know",11,"8H",1,0.78
92,"confirm",4,"1L",37,0.39
92,"be annoyed",9,"20H",3,0.9
92,"inform",12,"9H",35,0.89
92,"say",8,"16L",31,0.07
92,"pretend",15,"7L",19,0.01
92,"think",7,"14L",14,0.02
92,"confess",20,"6H",5,0.78
92,"demonstrate",18,"2L",10,0.02
92,"be right",6,"13L",26,0.01
92,"establish",1,"18H",6,0.57
92,"announce",10,"19L",4,0.02
92,"suggest",17,"17H",21,0.99
92,"prove",2,"4L",12,0.02
92,"acknowledge",5,"5H",20,0.77
92,"see",19,"3H",33,0.71
92,"discover",14,"10L",36,0
93,"think",7,"3L",9,0.03
93,"know",11,"8L",23,0.03
93,"suggest",17,"1H",13,0.95
93,"hear",16,"19L",4,0.04
93,"demonstrate",18,"7L",19,0.03
93,"acknowledge",5,"5H",20,0.07
93,"pretend",15,"12H",2,0.07
93,"confess",20,"9L",16,0.07
93,"be right",6,"6H",5,0.02
93,"establish",1,"4L",12,0.02
93,"announce",10,"11H",29,0.57
93,"say",8,"14H",22,0.56
93,"confirm",4,"2L",10,0.03
93,"discover",14,"13L",26,0.05
93,"inform",12,"16H",17,0.62
93,"reveal",3,"10H",18,0.6
93,"see",19,"18H",6,0.6
93,"prove",2,"20L",27,0.05
93,"admit",13,"15L",7,0.05
93,"be annoyed",9,"17H",21,0.18
94,"inform",12,"19L",4,0.98
94,"think",7,"15L",7,0
94,"pretend",15,"3H",33,0
94,"confirm",4,"18L",32,0.49
94,"demonstrate",18,"1H",13,1
94,"hear",16,"2L",10,1
94,"know",11,"17L",15,1
94,"say",8,"10H",18,0.48
94,"be annoyed",9,"14H",22,1
94,"confess",20,"4H",40,0.98
94,"see",19,"16L",31,1
94,"acknowledge",5,"8H",1,1
94,"establish",1,"5L",38,1
94,"admit",13,"9L",16,1
94,"be right",6,"13H",8,0.49
94,"reveal",3,"7H",24,1
94,"announce",10,"20H",3,1
94,"prove",2,"12L",28,0.46
94,"suggest",17,"11H",29,0.52
94,"discover",14,"6L",30,0.99
95,"be annoyed",9,"11H",29,1
95,"inform",12,"7L",19,0.19
95,"discover",14,"1L",37,0.24
95,"demonstrate",18,"2H",25,0.51
95,"confirm",4,"6H",5,0.3
95,"pretend",15,"5L",38,0
95,"say",8,"3L",9,0.13
95,"see",19,"13H",8,0.92
95,"confess",20,"15H",34,1
95,"be right",6,"16H",17,0.38
95,"suggest",17,"12H",2,0.2
95,"acknowledge",5,"20L",27,0.74
95,"establish",1,"9H",35,0.55
95,"prove",2,"4L",12,0.06
95,"announce",10,"18L",32,0
95,"admit",13,"19L",4,0.89
95,"know",11,"8H",1,1
95,"think",7,"10L",36,0
95,"hear",16,"14L",14,0.28
95,"reveal",3,"17H",21,0.82
96,"demonstrate",18,"6H",5,0.03
96,"acknowledge",5,"12H",2,0.05
96,"pretend",15,"14H",22,0.18
96,"be right",6,"13H",8,0.13
96,"admit",13,"18L",32,0.02
96,"prove",2,"2H",25,0.13
96,"be annoyed",9,"3H",33,0.48
96,"see",19,"20L",27,0.51
96,"hear",16,"17L",15,0.19
96,"know",11,"5L",38,0.39
96,"confess",20,"15H",34,0.12
96,"establish",1,"1L",37,0.07
96,"inform",12,"7H",24,0.51
96,"announce",10,"9L",16,0.12
96,"say",8,"19L",4,0.11
96,"confirm",4,"8L",23,0.04
96,"suggest",17,"4L",12,0.04
96,"think",7,"10H",18,0.26
96,"discover",14,"11H",29,0.48
96,"reveal",3,"16L",31,0.24
97,"know",11,"12H",2,0.86
97,"demonstrate",18,"19H",39,0.18
97,"inform",12,"17L",15,0.86
97,"announce",10,"2H",25,0.91
97,"establish",1,"13H",8,0.63
97,"acknowledge",5,"7L",19,0.45
97,"admit",13,"10L",36,0.39
97,"think",7,"8L",23,0.27
97,"see",19,"5L",38,0.62
97,"prove",2,"6H",5,0.27
97,"confirm",4,"20H",3,0.77
97,"say",8,"18L",32,0.13
97,"reveal",3,"1L",37,0.23
97,"confess",20,"14L",14,0.23
97,"pretend",15,"9H",35,0.29
97,"be annoyed",9,"3L",9,0.64
97,"hear",16,"15L",7,0.67
97,"be right",6,"4H",40,0.31
97,"suggest",17,"16H",17,0.16
97,"discover",14,"11H",29,0.16
98,"suggest",17,"18H",6,0.23
98,"establish",1,"7L",19,0.06
98,"say",8,"20L",27,0
98,"hear",16,"16H",17,0.09
98,"announce",10,"14H",22,0.09
98,"reveal",3,"11L",11,0.11
98,"discover",14,"10L",36,0.06
98,"be annoyed",9,"17L",15,0.09
98,"pretend",15,"5H",20,0.08
98,"think",7,"8H",1,0.06
98,"confirm",4,"15L",7,0.05
98,"confess",20,"2L",10,0.11
98,"see",19,"9H",35,0.07
98,"acknowledge",5,"4H",40,0.06
98,"prove",2,"6L",30,0.07
98,"know",11,"1H",13,0.25
98,"inform",12,"3L",9,0.09
98,"demonstrate",18,"19L",4,0.07
98,"admit",13,"13H",8,0.09
98,"be right",6,"12H",2,0.07
99,"acknowledge",5,"9H",35,0.2
99,"confess",20,"15H",34,0.5
99,"establish",1,"6H",5,0.1
99,"say",8,"18L",32,0.09
99,"see",19,"8H",1,0.46
99,"inform",12,"17H",21,0.5
99,"discover",14,"7L",19,0.16
99,"prove",2,"16L",31,0.22
99,"demonstrate",18,"13H",8,0.62
99,"know",11,"3L",9,0.26
99,"hear",16,"11L",11,0.21
99,"be right",6,"14L",14,0.12
99,"be annoyed",9,"5L",38,0.19
99,"confirm",4,"2H",25,0.5
99,"pretend",15,"10L",36,0.14
99,"think",7,"20H",3,0.59
99,"announce",10,"19H",39,0.42
99,"reveal",3,"1H",13,0.59
99,"admit",13,"4L",12,0.13
99,"suggest",17,"12L",28,0.09
100,"think",7,"10L",36,0.09
100,"say",8,"12L",28,0.11
100,"be right",6,"18H",6,0.16
100,"establish",1,"8H",1,0.15
100,"reveal",3,"9L",16,0.1
100,"be annoyed",9,"3L",9,0.8
100,"know",11,"19H",39,0.51
100,"prove",2,"1H",13,0.51
100,"discover",14,"11H",29,0.18
100,"confess",20,"20H",3,0.8
100,"see",19,"16H",17,0.2
100,"hear",16,"6L",30,0.19
100,"demonstrate",18,"13L",26,0.15
100,"acknowledge",5,"14H",22,0.5
100,"announce",10,"17H",21,0.59
100,"admit",13,"15L",7,0.14
100,"inform",12,"5H",20,0.19
100,"suggest",17,"2L",10,0.17
100,"pretend",15,"4L",12,0.16
100,"confirm",4,"7L",19,0.14
101,"demonstrate",18,"5H",20,0
101,"inform",12,"19L",4,0.03
101,"reveal",3,"8L",23,0
101,"confess",20,"20L",27,0.03
101,"establish",1,"10L",36,0
101,"confirm",4,"17L",15,0.03
101,"acknowledge",5,"15L",7,0
101,"know",11,"6H",5,0.54
101,"announce",10,"11H",29,0.01
101,"think",7,"3L",9,0.04
101,"be annoyed",9,"2H",25,0.54
101,"see",19,"18H",6,0.52
101,"discover",14,"9H",35,0.55
101,"admit",13,"13H",8,0
101,"be right",6,"1L",37,0.01
101,"pretend",15,"7H",24,0.49
101,"prove",2,"12H",2,0.01
101,"say",8,"16H",17,0.02
101,"suggest",17,"4L",12,0.03
101,"hear",16,"14L",14,0
102,"confess",20,"8H",1,0.19
102,"demonstrate",18,"16L",31,0.27
102,"be annoyed",9,"1H",13,0.9
102,"acknowledge",5,"14H",22,0.42
102,"establish",1,"13L",26,0.41
102,"think",7,"11L",11,0.56
102,"reveal",3,"7L",19,0.68
102,"prove",2,"5H",20,0.74
102,"be right",6,"4L",12,0.62
102,"say",8,"18L",32,0.23
102,"see",19,"2L",10,0.86
102,"suggest",17,"6H",5,0.36
102,"confirm",4,"17H",21,0.64
102,"announce",10,"19L",4,0.34
102,"admit",13,"3H",33,0.8
102,"know",11,"20H",3,0.95
102,"hear",16,"15L",7,0.87
102,"pretend",15,"10H",18,0.77
102,"discover",14,"12H",2,0.65
102,"inform",12,"9L",16,0.73
103,"announce",10,"16L",31,0.11
103,"demonstrate",18,"14H",22,0.36
103,"acknowledge",5,"5H",20,0.67
103,"hear",16,"10L",36,0.11
103,"confirm",4,"18L",32,0.29
103,"pretend",15,"13H",8,0.5
103,"establish",1,"6L",30,0.11
103,"suggest",17,"4L",12,0.09
103,"confess",20,"3H",33,0.43
103,"see",19,"9L",16,0.65
103,"be right",6,"15L",7,0.07
103,"admit",13,"17H",21,0.58
103,"discover",14,"8H",1,0.65
103,"prove",2,"2H",25,0.21
103,"reveal",3,"19L",4,0.1
103,"know",11,"11H",29,0.73
103,"inform",12,"1H",13,0.76
103,"think",7,"12H",2,0.22
103,"be annoyed",9,"7L",19,0.64
103,"say",8,"20L",27,0.14
104,"think",7,"9H",35,0.03
104,"reveal",3,"12L",28,0
104,"say",8,"20L",27,0.02
104,"pretend",15,"16H",17,0.03
104,"inform",12,"11H",29,0.59
104,"confirm",4,"14H",22,0.11
104,"admit",13,"19L",4,0.04
104,"know",11,"5H",20,0.5
104,"acknowledge",5,"15H",34,0.53
104,"suggest",17,"13H",8,0.01
104,"discover",14,"2L",10,0.03
104,"see",19,"6L",30,0.72
104,"be right",6,"8L",23,0
104,"announce",10,"7H",24,0.05
104,"hear",16,"10H",18,0.62
104,"demonstrate",18,"17L",15,0.05
104,"establish",1,"3L",9,0.02
104,"be annoyed",9,"18L",32,0.75
104,"prove",2,"4L",12,0.07
104,"confess",20,"1H",13,0.35
105,"pretend",15,"1H",13,0.45
105,"know",11,"2L",10,0.21
105,"acknowledge",5,"7L",19,0.01
105,"think",7,"10H",18,0.1
105,"reveal",3,"14L",14,0.01
105,"confirm",4,"8L",23,0
105,"suggest",17,"16H",17,0.02
105,"announce",10,"19L",4,0.03
105,"see",19,"12H",2,0.03
105,"discover",14,"5H",20,0.17
105,"prove",2,"17L",15,0
105,"be right",6,"9H",35,0.4
105,"establish",1,"3H",33,0.01
105,"inform",12,"6L",30,0.09
105,"confess",20,"13H",8,0.04
105,"hear",16,"20H",3,0.05
105,"be annoyed",9,"4L",12,0.76
105,"demonstrate",18,"15L",7,0.1
105,"admit",13,"18L",32,0.01
105,"say",8,"11H",29,0.08
106,"pretend",15,"10H",18,0.03
106,"reveal",3,"12H",2,0.03
106,"prove",2,"8L",23,0.02
106,"suggest",17,"17H",21,0.01
106,"be annoyed",9,"13H",8,0.98
106,"say",8,"5L",38,0
106,"announce",10,"15H",34,0.01
106,"confirm",4,"20L",27,0.01
106,"establish",1,"1L",37,0.02
106,"see",19,"2H",25,0.98
106,"inform",12,"11H",29,0.99
106,"acknowledge",5,"9H",35,0.01
106,"confess",20,"6L",30,0.03
106,"discover",14,"19H",39,0.99
106,"hear",16,"4L",12,0
106,"demonstrate",18,"7L",19,0.02
106,"be right",6,"3H",33,0.03
106,"know",11,"16L",31,0.96
106,"think",7,"18L",32,0.01
106,"admit",13,"14L",14,0
107,"suggest",17,"19H",39,0.05
107,"discover",14,"18H",6,0.04
107,"confirm",4,"16L",31,0
107,"say",8,"8H",1,0
107,"establish",1,"7L",19,0.01
107,"acknowledge",5,"2L",10,0
107,"hear",16,"14H",22,0.09
107,"think",7,"13L",26,0.02
107,"confess",20,"3L",9,0.01
107,"demonstrate",18,"12L",28,0
107,"be annoyed",9,"20L",27,0.11
107,"prove",2,"5H",20,0
107,"announce",10,"6H",5,0
107,"be right",6,"9H",35,0
107,"inform",12,"15L",7,0
107,"reveal",3,"1H",13,0.99
107,"see",19,"4H",40,0.5
107,"admit",13,"10L",36,0
107,"know",11,"11L",11,0.51
107,"pretend",15,"17H",21,0.01
108,"discover",14,"16L",31,0.99
108,"acknowledge",5,"4H",40,0
108,"confirm",4,"15L",7,0
108,"reveal",3,"1L",37,1
108,"think",7,"8H",1,0
108,"inform",12,"2L",10,1
108,"be right",6,"18H",6,0
108,"know",11,"3H",33,1
108,"demonstrate",18,"17L",15,0
108,"be annoyed",9,"9H",35,1
108,"admit",13,"19H",39,1
108,"say",8,"20L",27,0
108,"announce",10,"6L",30,1
108,"suggest",17,"14H",22,0
108,"pretend",15,"10L",36,0
108,"see",19,"11L",11,1
108,"hear",16,"5H",20,1
108,"establish",1,"13H",8,0
108,"prove",2,"12H",2,0
108,"confess",20,"7L",19,1
109,"acknowledge",5,"3L",9,0.08
109,"prove",2,"17H",21,0.02
109,"inform",12,"14H",22,0.77
109,"be right",6,"11L",11,0.21
109,"know",11,"13H",8,0.73
109,"reveal",3,"12H",2,0.18
109,"see",19,"7L",19,0.01
109,"hear",16,"4L",12,0.01
109,"demonstrate",18,"1L",37,0.01
109,"confirm",4,"2H",25,0.8
109,"establish",1,"15L",7,0.02
109,"say",8,"10L",36,0.02
109,"be annoyed",9,"5L",38,0.85
109,"think",7,"9L",16,0.01
109,"suggest",17,"6H",5,0.14
109,"admit",13,"18H",6,0.2
109,"confess",20,"8H",1,0.04
109,"pretend",15,"20H",3,0.95
109,"announce",10,"19H",39,0.8
109,"discover",14,"16L",31,0.07
110,"confirm",4,"3H",33,0.03
110,"see",19,"4L",12,0.97
110,"know",11,"10L",36,0.84
110,"reveal",3,"19H",39,1
110,"prove",2,"11H",29,0.03
110,"suggest",17,"1L",37,0.02
110,"acknowledge",5,"15L",7,0.02
110,"discover",14,"18L",32,0.21
110,"establish",1,"14L",14,0.01
110,"pretend",15,"8H",1,0.02
110,"be annoyed",9,"17H",21,0.98
110,"announce",10,"6H",5,0.01
110,"hear",16,"2H",25,0.98
110,"admit",13,"5H",20,0.01
110,"think",7,"13L",26,0.01
110,"demonstrate",18,"7L",19,0.02
110,"confess",20,"9L",16,0
110,"inform",12,"16L",31,0.99
110,"say",8,"20H",3,0.02
110,"be right",6,"12H",2,0.02
111,"demonstrate",18,"2H",25,0.02
111,"say",8,"9L",16,0
111,"be right",6,"15H",34,0.14
111,"establish",1,"1H",13,0.22
111,"suggest",17,"19H",39,0.01
111,"announce",10,"5L",38,0.07
111,"hear",16,"4H",40,0.01
111,"reveal",3,"3L",9,0.11
111,"acknowledge",5,"10L",36,0.43
111,"inform",12,"12L",28,0.71
111,"think",7,"7H",24,0.03
111,"confirm",4,"14L",14,0.25
111,"admit",13,"6H",5,0.65
111,"confess",20,"18L",32,0.37
111,"be annoyed",9,"13H",8,0.93
111,"see",19,"20L",27,0.81
111,"pretend",15,"16H",17,0.02
111,"discover",14,"11H",29,0.89
111,"know",11,"17L",15,0.85
111,"prove",2,"8L",23,0.03
112,"admit",13,"3H",33,0.06
112,"reveal",3,"19L",4,0.04
112,"establish",1,"13H",8,0.31
112,"discover",14,"10L",36,1
112,"announce",10,"11L",11,0.45
112,"confirm",4,"14L",14,0.24
112,"suggest",17,"8L",23,0.01
112,"demonstrate",18,"2H",25,0.23
112,"acknowledge",5,"12H",2,0.02
112,"be right",6,"16L",31,0.42
112,"be annoyed",9,"20H",3,0.97
112,"inform",12,"1H",13,0.98
112,"prove",2,"18L",32,0
112,"say",8,"15L",7,0.02
112,"think",7,"6H",5,0.02
112,"see",19,"9L",16,0.46
112,"confess",20,"17H",21,0.04
112,"hear",16,"4H",40,0.4
112,"know",11,"5H",20,0.95
112,"pretend",15,"7L",19,0.04
113,"acknowledge",5,"7L",19,0.14
113,"suggest",17,"3H",33,0.81
113,"hear",16,"14H",22,0.45
113,"prove",2,"9H",35,0.31
113,"announce",10,"12L",28,0
113,"inform",12,"8L",23,0.02
113,"be annoyed",9,"4H",40,0.11
113,"confirm",4,"17L",15,0.07
113,"think",7,"1H",13,0.74
113,"confess",20,"10H",18,0.61
113,"be right",6,"2H",25,0.58
113,"know",11,"6H",5,0.17
113,"admit",13,"13L",26,0.08
113,"discover",14,"18H",6,0.16
113,"pretend",15,"20L",27,0.1
113,"demonstrate",18,"16L",31,0.18
113,"reveal",3,"19L",4,0.02
113,"see",19,"11H",29,0.5
113,"say",8,"5L",38,0.35
113,"establish",1,"15L",7,0.38
114,"think",7,"17L",15,0
114,"hear",16,"20H",3,0.89
114,"see",19,"3L",9,0.09
114,"know",11,"9H",35,0.73
114,"acknowledge",5,"19L",4,0.06
114,"discover",14,"4H",40,0.83
114,"be annoyed",9,"7L",19,0.04
114,"establish",1,"10L",36,0
114,"confess",20,"12H",2,0.33
114,"admit",13,"5H",20,0.09
114,"inform",12,"18L",32,0.16
114,"demonstrate",18,"13L",26,0.01
114,"be right",6,"6H",5,0.21
114,"announce",10,"1H",13,0.98
114,"reveal",3,"15L",7,0.02
114,"suggest",17,"11H",29,0.49
114,"prove",2,"2H",25,0.52
114,"say",8,"14L",14,0.03
114,"confirm",4,"16H",17,0.25
114,"pretend",15,"8L",23,0.03
115,"reveal",3,"14L",14,0.03
115,"confess",20,"2H",25,0.57
115,"suggest",17,"8L",23,0.08
115,"be right",6,"20H",3,0.68
115,"confirm",4,"18H",6,0.74
115,"say",8,"16H",17,0.71
115,"be annoyed",9,"13H",8,0.91
115,"inform",12,"12H",2,0.95
115,"prove",2,"11L",11,0.34
115,"see",19,"3H",33,0.49
115,"acknowledge",5,"7L",19,0.75
115,"establish",1,"6L",30,0.49
115,"demonstrate",18,"1L",37,0.17
115,"know",11,"5L",38,0.93
115,"announce",10,"19L",4,0.56
115,"pretend",15,"4H",40,0.2
115,"hear",16,"10L",36,0.49
115,"discover",14,"15H",34,0.73
115,"think",7,"17L",15,0.35
115,"admit",13,"9H",35,0.6
116,"be annoyed",9,"20L",27,0.98
116,"think",7,"9L",16,0.06
116,"announce",10,"17H",21,0
116,"suggest",17,"13H",8,0
